timestamp,line_id,equipment_id,sensor_type,value,unit,status
2026-06-15T08:25:05+00:00,LINE-B02,WELD-001,vibration,1.06,mm/s,normal
2026-06-15T08:25:10+00:00,LINE-B01,PRESS-001,temperature,45.54,°C,normal
2026-06-15T08:25:15+00:00,LINE-A01,PRESS-002,pressure,174.24,kPa,normal
2026-06-15T08:25:20+00:00,LINE-B02,WELD-001,vibration,0.4,mm/s,normal
2026-06-15T08:25:25+00:00,LINE-B02,OVEN-002,vibration,1.83,mm/s,normal
2026-06-15T08:25:30+00:00,LINE-B01,WELD-002,temperature,55.86,°C,normal
2026-06-15T08:25:35+00:00,LINE-A01,OVEN-002,vibration,5.5,mm/s,alarm
2026-06-15T08:25:40+00:00,LINE-A02,WELD-001,temperature,66.0,°C,normal
2026-06-15T08:25:45+00:00,LINE-A02,ROBOT-001,temperature,73.19,°C,normal
2026-06-15T08:25:50+00:00,LINE-A01,OVEN-001,vibration,1.82,mm/s,normal
2026-06-15T08:25:55+00:00,LINE-C01,CONVEYOR-001,temperature,61.95,°C,normal
2026-06-15T08:26:00+00:00,LINE-A01,PRESS-001,temperature,49.51,°C,normal
2026-06-15T08:26:05+00:00,LINE-B02,PRESS-002,temperature,71.76,°C,normal
2026-06-15T08:26:10+00:00,LINE-C01,PRESS-001,temperature,59.99,°C,normal
2026-06-15T08:26:15+00:00,LINE-A02,OVEN-001,pressure,148.39,kPa,normal
2026-06-15T08:26:20+00:00,LINE-C01,CONVEYOR-001,vibration,0.77,mm/s,normal
2026-06-15T08:26:25+00:00,LINE-B01,PRESS-002,temperature,43.42,°C,normal
2026-06-15T08:26:30+00:00,LINE-C01,PRESS-001,pressure,257.28,kPa,normal
2026-06-15T08:26:35+00:00,LINE-B02,OVEN-002,vibration,0.18,mm/s,normal
2026-06-15T08:26:40+00:00,LINE-A01,OVEN-002,vibration,0.78,mm/s,normal
2026-06-15T08:26:45+00:00,LINE-C01,OVEN-002,temperature,65.13,°C,normal
2026-06-15T08:26:50+00:00,LINE-A02,ROBOT-001,temperature,61.84,°C,normal
2026-06-15T08:26:55+00:00,LINE-A02,PRESS-002,pressure,136.46,kPa,normal
2026-06-15T08:27:00+00:00,LINE-B01,WELD-002,pressure,191.54,kPa,normal
2026-06-15T08:27:05+00:00,LINE-B01,OVEN-001,temperature,75.43,°C,normal
2026-06-15T08:27:10+00:00,LINE-B02,OVEN-001,pressure,263.08,kPa,normal
2026-06-15T08:27:15+00:00,LINE-B01,PRESS-001,temperature,47.64,°C,normal
2026-06-15T08:27:20+00:00,LINE-B01,CONVEYOR-001,pressure,124.9,kPa,normal
2026-06-15T08:27:25+00:00,LINE-B02,OVEN-002,vibration,1.8,mm/s,normal
2026-06-15T08:27:30+00:00,LINE-C01,OVEN-001,temperature,59.9,°C,normal
2026-06-15T08:27:35+00:00,LINE-C01,WELD-001,temperature,43.16,°C,normal
2026-06-15T08:27:40+00:00,LINE-B01,OVEN-001,pressure,120.52,kPa,normal
2026-06-15T08:27:45+00:00,LINE-A02,ROBOT-001,vibration,1.46,mm/s,normal
2026-06-15T08:27:50+00:00,LINE-B01,CONVEYOR-001,vibration,1.48,mm/s,normal
2026-06-15T08:27:55+00:00,LINE-A01,PRESS-002,vibration,1.6,mm/s,normal
2026-06-15T08:28:00+00:00,LINE-A02,PRESS-001,pressure,172.66,kPa,normal
2026-06-15T08:28:05+00:00,LINE-B02,PRESS-001,temperature,67.12,°C,normal
2026-06-15T08:28:10+00:00,LINE-B01,OVEN-002,temperature,71.14,°C,normal
2026-06-15T08:28:15+00:00,LINE-A02,ROBOT-001,vibration,2.06,mm/s,warning
2026-06-15T08:28:20+00:00,LINE-C01,WELD-001,vibration,1.55,mm/s,normal
2026-06-15T08:28:25+00:00,LINE-B01,WELD-002,pressure,162.88,kPa,normal
2026-06-15T08:28:30+00:00,LINE-C01,CONVEYOR-001,temperature,47.44,°C,normal
2026-06-15T08:28:35+00:00,LINE-B02,WELD-002,pressure,254.99,kPa,normal
2026-06-15T08:28:40+00:00,LINE-B02,WELD-002,pressure,283.3,kPa,normal
2026-06-15T08:28:45+00:00,LINE-A02,ROBOT-001,temperature,42.96,°C,normal
2026-06-15T08:28:50+00:00,LINE-B01,OVEN-002,temperature,78.7,°C,normal
2026-06-15T08:28:55+00:00,LINE-B01,WELD-001,pressure,208.43,kPa,normal
2026-06-15T08:29:00+00:00,LINE-A02,OVEN-002,pressure,240.04,kPa,normal
2026-06-15T08:29:05+00:00,LINE-A02,WELD-002,pressure,297.03,kPa,normal
2026-06-15T08:29:10+00:00,LINE-B01,ROBOT-001,vibration,1.15,mm/s,normal
2026-06-15T08:29:15+00:00,LINE-A01,OVEN-001,pressure,276.85,kPa,normal
2026-06-15T08:29:20+00:00,LINE-C01,CONVEYOR-001,vibration,6.88,mm/s,alarm
2026-06-15T08:29:25+00:00,LINE-B01,PRESS-002,vibration,0.24,mm/s,normal
2026-06-15T08:29:30+00:00,LINE-A02,WELD-001,vibration,1.08,mm/s,normal
2026-06-15T08:29:35+00:00,LINE-A01,PRESS-002,temperature,76.43,°C,normal
2026-06-15T08:29:40+00:00,LINE-B01,WELD-002,pressure,132.93,kPa,normal
2026-06-15T08:29:45+00:00,LINE-B01,PRESS-002,vibration,3.04,mm/s,warning
2026-06-15T08:29:50+00:00,LINE-B01,WELD-001,vibration,1.92,mm/s,normal
2026-06-15T08:29:55+00:00,LINE-C01,WELD-001,pressure,206.7,kPa,normal
2026-06-15T08:30:00+00:00,LINE-C01,OVEN-002,pressure,315.42,kPa,warning
2026-06-15T08:30:05+00:00,LINE-A01,PRESS-001,pressure,272.76,kPa,normal
2026-06-15T08:30:10+00:00,LINE-A02,CONVEYOR-001,pressure,152.93,kPa,normal
2026-06-15T08:30:15+00:00,LINE-C01,OVEN-001,pressure,199.61,kPa,normal
2026-06-15T08:30:20+00:00,LINE-B02,OVEN-001,pressure,348.29,kPa,warning
2026-06-15T08:30:25+00:00,LINE-B02,CONVEYOR-001,vibration,0.21,mm/s,normal
2026-06-15T08:30:30+00:00,LINE-A02,OVEN-002,vibration,0.75,mm/s,normal
2026-06-15T08:30:35+00:00,LINE-B01,CONVEYOR-001,pressure,297.6,kPa,normal
2026-06-15T08:30:40+00:00,LINE-A01,OVEN-002,temperature,60.6,°C,normal
2026-06-15T08:30:45+00:00,LINE-A02,WELD-001,temperature,50.7,°C,normal
2026-06-15T08:30:50+00:00,LINE-C01,CONVEYOR-001,temperature,77.82,°C,normal
2026-06-15T08:30:55+00:00,LINE-B01,OVEN-002,temperature,89.02,°C,warning
2026-06-15T08:31:00+00:00,LINE-C01,ROBOT-001,temperature,59.93,°C,normal
2026-06-15T08:31:05+00:00,LINE-A01,CONVEYOR-001,vibration,1.05,mm/s,normal
2026-06-15T08:31:10+00:00,LINE-C01,OVEN-002,pressure,148.15,kPa,normal
2026-06-15T08:31:15+00:00,LINE-B02,OVEN-001,temperature,59.8,°C,normal
2026-06-15T08:31:20+00:00,LINE-A02,OVEN-001,pressure,121.5,kPa,normal
2026-06-15T08:31:25+00:00,LINE-A01,CONVEYOR-001,pressure,180.65,kPa,normal
2026-06-15T08:31:30+00:00,LINE-C01,OVEN-001,temperature,47.79,°C,normal
2026-06-15T08:31:35+00:00,LINE-C01,OVEN-001,temperature,58.01,°C,normal
2026-06-15T08:31:40+00:00,LINE-A01,CONVEYOR-001,pressure,123.76,kPa,normal
2026-06-15T08:31:45+00:00,LINE-B01,WELD-001,vibration,0.74,mm/s,normal
2026-06-15T08:31:50+00:00,LINE-A01,PRESS-001,temperature,56.06,°C,normal
2026-06-15T08:31:55+00:00,LINE-B02,ROBOT-001,temperature,53.32,°C,normal
2026-06-15T08:32:00+00:00,LINE-B01,OVEN-002,temperature,60.62,°C,normal
2026-06-15T08:32:05+00:00,LINE-B01,OVEN-002,temperature,64.66,°C,normal
2026-06-15T08:32:10+00:00,LINE-C01,OVEN-001,pressure,206.47,kPa,normal
2026-06-15T08:32:15+00:00,LINE-A01,CONVEYOR-001,vibration,0.8,mm/s,normal
2026-06-15T08:32:20+00:00,LINE-A01,ROBOT-001,pressure,279.75,kPa,normal
2026-06-15T08:32:25+00:00,LINE-C01,WELD-002,vibration,3.57,mm/s,warning
2026-06-15T08:32:30+00:00,LINE-C01,CONVEYOR-001,pressure,196.09,kPa,normal
2026-06-15T08:32:35+00:00,LINE-C01,PRESS-002,temperature,49.69,°C,normal
2026-06-15T08:32:40+00:00,LINE-A02,CONVEYOR-001,temperature,52.55,°C,normal
2026-06-15T08:32:45+00:00,LINE-C01,ROBOT-001,pressure,200.36,kPa,normal
2026-06-15T08:32:50+00:00,LINE-C01,WELD-002,pressure,241.16,kPa,normal
2026-06-15T08:32:55+00:00,LINE-C01,CONVEYOR-001,pressure,232.45,kPa,normal
2026-06-15T08:33:00+00:00,LINE-C01,OVEN-002,vibration,2.92,mm/s,warning
2026-06-15T08:33:05+00:00,LINE-B01,ROBOT-001,pressure,254.4,kPa,normal
2026-06-15T08:33:10+00:00,LINE-B01,WELD-002,temperature,82.79,°C,warning
2026-06-15T08:33:15+00:00,LINE-B02,OVEN-002,vibration,1.44,mm/s,normal
2026-06-15T08:33:20+00:00,LINE-B01,OVEN-001,vibration,1.87,mm/s,normal
2026-06-15T08:33:25+00:00,LINE-B02,OVEN-002,temperature,61.73,°C,normal
2026-06-15T08:33:30+00:00,LINE-A01,OVEN-002,temperature,51.51,°C,normal
2026-06-15T08:33:35+00:00,LINE-A02,WELD-002,vibration,1.52,mm/s,normal
2026-06-15T08:33:40+00:00,LINE-B01,WELD-001,pressure,212.4,kPa,normal
2026-06-15T08:33:45+00:00,LINE-A02,PRESS-001,temperature,63.47,°C,normal
2026-06-15T08:33:50+00:00,LINE-A02,PRESS-001,pressure,322.57,kPa,warning
2026-06-15T08:33:55+00:00,LINE-A01,WELD-001,temperature,68.69,°C,normal
2026-06-15T08:34:00+00:00,LINE-A02,CONVEYOR-001,temperature,89.78,°C,warning
2026-06-15T08:34:05+00:00,LINE-B02,WELD-002,pressure,387.84,kPa,warning
2026-06-15T08:34:10+00:00,LINE-A01,WELD-002,vibration,1.33,mm/s,normal
2026-06-15T08:34:15+00:00,LINE-A01,WELD-001,pressure,270.07,kPa,normal
2026-06-15T08:34:20+00:00,LINE-A01,CONVEYOR-001,vibration,0.43,mm/s,normal
2026-06-15T08:34:25+00:00,LINE-B01,PRESS-001,vibration,1.52,mm/s,normal
2026-06-15T08:34:30+00:00,LINE-B01,OVEN-001,temperature,64.11,°C,normal
2026-06-15T08:34:35+00:00,LINE-B02,WELD-001,vibration,6.17,mm/s,alarm
2026-06-15T08:34:40+00:00,LINE-A01,OVEN-002,pressure,138.56,kPa,normal
2026-06-15T08:34:45+00:00,LINE-A02,PRESS-001,temperature,65.93,°C,normal
2026-06-15T08:34:50+00:00,LINE-A02,WELD-001,pressure,159.0,kPa,normal
2026-06-15T08:34:55+00:00,LINE-B02,OVEN-002,pressure,279.41,kPa,normal
2026-06-15T08:35:00+00:00,LINE-A02,ROBOT-001,temperature,43.82,°C,normal
2026-06-15T08:35:05+00:00,LINE-B02,WELD-002,vibration,2.01,mm/s,warning
2026-06-15T08:35:10+00:00,LINE-B01,PRESS-001,vibration,1.91,mm/s,normal
2026-06-15T08:35:15+00:00,LINE-A01,PRESS-002,vibration,1.42,mm/s,normal
2026-06-15T08:35:20+00:00,LINE-C01,OVEN-001,vibration,0.87,mm/s,normal
2026-06-15T08:35:25+00:00,LINE-B01,OVEN-002,pressure,283.23,kPa,normal
2026-06-15T08:35:30+00:00,LINE-B02,WELD-001,pressure,291.47,kPa,normal
2026-06-15T08:35:35+00:00,LINE-B02,ROBOT-001,vibration,1.25,mm/s,normal
2026-06-15T08:35:40+00:00,LINE-A02,PRESS-002,pressure,265.12,kPa,normal
2026-06-15T08:35:45+00:00,LINE-A01,PRESS-002,pressure,240.75,kPa,normal
2026-06-15T08:35:50+00:00,LINE-A02,WELD-001,temperature,76.12,°C,normal
2026-06-15T08:35:55+00:00,LINE-A01,WELD-002,temperature,60.81,°C,normal
2026-06-15T08:36:00+00:00,LINE-C01,ROBOT-001,pressure,118.19,kPa,normal
2026-06-15T08:36:05+00:00,LINE-B02,PRESS-001,temperature,60.53,°C,normal
2026-06-15T08:36:10+00:00,LINE-A01,CONVEYOR-001,pressure,261.38,kPa,normal
2026-06-15T08:36:15+00:00,LINE-C01,PRESS-002,vibration,1.52,mm/s,normal
2026-06-15T08:36:20+00:00,LINE-C01,PRESS-001,temperature,68.02,°C,normal
2026-06-15T08:36:25+00:00,LINE-B01,CONVEYOR-001,temperature,104.16,°C,alarm
2026-06-15T08:36:30+00:00,LINE-B02,OVEN-002,temperature,70.63,°C,normal
2026-06-15T08:36:35+00:00,LINE-B02,CONVEYOR-001,vibration,1.84,mm/s,normal
2026-06-15T08:36:40+00:00,LINE-C01,WELD-001,temperature,66.47,°C,normal
2026-06-15T08:36:45+00:00,LINE-C01,CONVEYOR-001,pressure,123.73,kPa,normal
2026-06-15T08:36:50+00:00,LINE-A01,PRESS-001,pressure,295.74,kPa,normal
2026-06-15T08:36:55+00:00,LINE-B02,CONVEYOR-001,vibration,1.47,mm/s,normal
2026-06-15T08:37:00+00:00,LINE-B01,WELD-002,temperature,53.85,°C,normal
2026-06-15T08:37:05+00:00,LINE-B02,PRESS-001,pressure,106.44,kPa,normal
2026-06-15T08:37:10+00:00,LINE-A01,ROBOT-001,temperature,44.04,°C,normal
2026-06-15T08:37:15+00:00,LINE-A02,PRESS-001,pressure,274.44,kPa,normal
2026-06-15T08:37:20+00:00,LINE-A01,WELD-001,vibration,1.13,mm/s,normal
2026-06-15T08:37:25+00:00,LINE-C01,OVEN-002,pressure,446.83,kPa,alarm
2026-06-15T08:37:30+00:00,LINE-B01,WELD-002,pressure,234.51,kPa,normal
2026-06-15T08:37:35+00:00,LINE-C01,WELD-002,vibration,1.97,mm/s,normal
2026-06-15T08:37:40+00:00,LINE-C01,WELD-001,vibration,0.22,mm/s,normal
2026-06-15T08:37:45+00:00,LINE-A01,OVEN-002,pressure,211.17,kPa,normal
2026-06-15T08:37:50+00:00,LINE-B01,CONVEYOR-001,pressure,257.16,kPa,normal
2026-06-15T08:37:55+00:00,LINE-C01,ROBOT-001,vibration,0.82,mm/s,normal
2026-06-15T08:38:00+00:00,LINE-A02,ROBOT-001,temperature,52.03,°C,normal
2026-06-15T08:38:05+00:00,LINE-C01,WELD-001,temperature,78.71,°C,normal
2026-06-15T08:38:10+00:00,LINE-A01,ROBOT-001,vibration,0.49,mm/s,normal
2026-06-15T08:38:15+00:00,LINE-A02,PRESS-001,vibration,1.48,mm/s,normal
2026-06-15T08:38:20+00:00,LINE-A01,PRESS-002,vibration,1.25,mm/s,normal
2026-06-15T08:38:25+00:00,LINE-C01,WELD-002,temperature,63.5,°C,normal
2026-06-15T08:38:30+00:00,LINE-B01,PRESS-001,vibration,1.82,mm/s,normal
2026-06-15T08:38:35+00:00,LINE-A01,ROBOT-001,temperature,89.62,°C,warning
2026-06-15T08:38:40+00:00,LINE-B02,WELD-002,temperature,68.15,°C,normal
2026-06-15T08:38:45+00:00,LINE-B02,OVEN-002,pressure,156.61,kPa,normal
2026-06-15T08:38:50+00:00,LINE-B02,ROBOT-001,vibration,1.07,mm/s,normal
2026-06-15T08:38:55+00:00,LINE-B01,WELD-002,temperature,68.9,°C,normal
2026-06-15T08:39:00+00:00,LINE-A02,WELD-001,vibration,0.19,mm/s,normal
2026-06-15T08:39:05+00:00,LINE-C01,CONVEYOR-001,temperature,77.39,°C,normal
2026-06-15T08:39:10+00:00,LINE-B02,WELD-002,vibration,0.73,mm/s,normal
2026-06-15T08:39:15+00:00,LINE-B01,OVEN-001,vibration,1.89,mm/s,normal
2026-06-15T08:39:20+00:00,LINE-B02,ROBOT-001,vibration,3.28,mm/s,warning
2026-06-15T08:39:25+00:00,LINE-A02,ROBOT-001,temperature,54.09,°C,normal
2026-06-15T08:39:30+00:00,LINE-A01,PRESS-001,temperature,85.42,°C,warning
2026-06-15T08:39:35+00:00,LINE-A01,CONVEYOR-001,temperature,86.68,°C,warning
2026-06-15T08:39:40+00:00,LINE-A02,PRESS-001,temperature,49.26,°C,normal
2026-06-15T08:39:45+00:00,LINE-C01,ROBOT-001,temperature,54.93,°C,normal
2026-06-15T08:39:50+00:00,LINE-C01,CONVEYOR-001,pressure,101.32,kPa,normal
2026-06-15T08:39:55+00:00,LINE-C01,OVEN-001,temperature,68.89,°C,normal
2026-06-15T08:40:00+00:00,LINE-B02,WELD-001,temperature,67.91,°C,normal
2026-06-15T08:40:05+00:00,LINE-A02,WELD-002,temperature,85.24,°C,warning
2026-06-15T08:40:10+00:00,LINE-B01,CONVEYOR-001,pressure,263.04,kPa,normal
2026-06-15T08:40:15+00:00,LINE-C01,WELD-002,temperature,56.24,°C,normal
2026-06-15T08:40:20+00:00,LINE-A01,PRESS-001,pressure,236.81,kPa,normal
2026-06-15T08:40:25+00:00,LINE-B02,PRESS-001,temperature,55.09,°C,normal
2026-06-15T08:40:30+00:00,LINE-B02,CONVEYOR-001,pressure,134.28,kPa,normal
2026-06-15T08:40:35+00:00,LINE-A01,PRESS-001,pressure,213.17,kPa,normal
2026-06-15T08:40:40+00:00,LINE-C01,ROBOT-001,temperature,74.72,°C,normal
2026-06-15T08:40:45+00:00,LINE-B01,PRESS-001,vibration,0.24,mm/s,normal
2026-06-15T08:40:50+00:00,LINE-A02,WELD-001,temperature,83.14,°C,warning
2026-06-15T08:40:55+00:00,LINE-B01,WELD-001,pressure,285.77,kPa,normal
2026-06-15T08:41:00+00:00,LINE-B02,OVEN-002,pressure,266.93,kPa,normal
2026-06-15T08:41:05+00:00,LINE-A01,OVEN-002,vibration,0.37,mm/s,normal
2026-06-15T08:41:10+00:00,LINE-A01,OVEN-002,temperature,49.29,°C,normal
2026-06-15T08:41:15+00:00,LINE-B02,OVEN-002,pressure,290.97,kPa,normal
2026-06-15T08:41:20+00:00,LINE-B02,ROBOT-001,temperature,71.34,°C,normal
2026-06-15T08:41:25+00:00,LINE-B02,WELD-001,temperature,77.65,°C,normal
2026-06-15T08:41:30+00:00,LINE-C01,OVEN-001,pressure,176.01,kPa,normal
2026-06-15T08:41:35+00:00,LINE-A02,CONVEYOR-001,temperature,43.28,°C,normal
2026-06-15T08:41:40+00:00,LINE-B02,OVEN-002,pressure,130.86,kPa,normal
2026-06-15T08:41:45+00:00,LINE-B01,ROBOT-001,vibration,0.11,mm/s,normal
2026-06-15T08:41:50+00:00,LINE-A01,WELD-001,vibration,0.29,mm/s,normal
2026-06-15T08:41:55+00:00,LINE-B02,PRESS-002,vibration,1.15,mm/s,normal
2026-06-15T08:42:00+00:00,LINE-C01,OVEN-002,temperature,62.17,°C,normal
2026-06-15T08:42:05+00:00,LINE-A01,WELD-002,vibration,0.89,mm/s,normal
2026-06-15T08:42:10+00:00,LINE-A02,WELD-001,pressure,237.06,kPa,normal
2026-06-15T08:42:15+00:00,LINE-A01,WELD-001,vibration,1.04,mm/s,normal
2026-06-15T08:42:20+00:00,LINE-A01,OVEN-002,vibration,0.67,mm/s,normal
2026-06-15T08:42:25+00:00,LINE-B02,WELD-002,vibration,3.44,mm/s,warning
2026-06-15T08:42:30+00:00,LINE-B02,OVEN-002,vibration,0.68,mm/s,normal
2026-06-15T08:42:35+00:00,LINE-B02,OVEN-002,pressure,272.44,kPa,normal
2026-06-15T08:42:40+00:00,LINE-C01,WELD-001,vibration,1.73,mm/s,normal
2026-06-15T08:42:45+00:00,LINE-A02,ROBOT-001,vibration,1.9,mm/s,normal
2026-06-15T08:42:50+00:00,LINE-B01,OVEN-001,vibration,0.86,mm/s,normal
2026-06-15T08:42:55+00:00,LINE-C01,WELD-002,pressure,198.2,kPa,normal
2026-06-15T08:43:00+00:00,LINE-B02,OVEN-002,vibration,1.65,mm/s,normal
2026-06-15T08:43:05+00:00,LINE-C01,WELD-001,temperature,82.0,°C,warning
2026-06-15T08:43:10+00:00,LINE-B02,WELD-002,pressure,105.38,kPa,normal
2026-06-15T08:43:15+00:00,LINE-A01,CONVEYOR-001,vibration,1.68,mm/s,normal
2026-06-15T08:43:20+00:00,LINE-A02,OVEN-001,pressure,226.67,kPa,normal
2026-06-15T08:43:25+00:00,LINE-B02,PRESS-002,pressure,184.63,kPa,normal
2026-06-15T08:43:30+00:00,LINE-B02,CONVEYOR-001,vibration,5.92,mm/s,alarm
2026-06-15T08:43:35+00:00,LINE-C01,PRESS-002,pressure,293.69,kPa,normal
2026-06-15T08:43:40+00:00,LINE-B01,WELD-001,temperature,66.3,°C,normal
2026-06-15T08:43:45+00:00,LINE-B02,OVEN-002,pressure,212.64,kPa,normal
2026-06-15T08:43:50+00:00,LINE-A02,WELD-002,vibration,0.29,mm/s,normal
2026-06-15T08:43:55+00:00,LINE-C01,WELD-001,vibration,0.98,mm/s,normal
2026-06-15T08:44:00+00:00,LINE-B01,CONVEYOR-001,vibration,5.93,mm/s,alarm
2026-06-15T08:44:05+00:00,LINE-A02,OVEN-002,temperature,77.63,°C,normal
2026-06-15T08:44:10+00:00,LINE-C01,ROBOT-001,vibration,1.59,mm/s,normal
2026-06-15T08:44:15+00:00,LINE-B02,OVEN-002,vibration,0.93,mm/s,normal
2026-06-15T08:44:20+00:00,LINE-A01,PRESS-001,temperature,72.41,°C,normal
2026-06-15T08:44:25+00:00,LINE-A02,WELD-002,vibration,1.39,mm/s,normal
2026-06-15T08:44:30+00:00,LINE-C01,CONVEYOR-001,pressure,132.03,kPa,normal
2026-06-15T08:44:35+00:00,LINE-A02,WELD-001,vibration,0.87,mm/s,normal
2026-06-15T08:44:40+00:00,LINE-C01,WELD-002,pressure,179.12,kPa,normal
2026-06-15T08:44:45+00:00,LINE-A02,WELD-002,vibration,0.84,mm/s,normal
2026-06-15T08:44:50+00:00,LINE-A01,PRESS-002,vibration,1.64,mm/s,normal
2026-06-15T08:44:55+00:00,LINE-B02,PRESS-002,pressure,165.2,kPa,normal
2026-06-15T08:45:00+00:00,LINE-B01,CONVEYOR-001,vibration,1.03,mm/s,normal
2026-06-15T08:45:05+00:00,LINE-B01,ROBOT-001,pressure,122.85,kPa,normal
2026-06-15T08:45:10+00:00,LINE-B01,PRESS-002,pressure,234.72,kPa,normal
2026-06-15T08:45:15+00:00,LINE-B01,PRESS-002,pressure,123.57,kPa,normal
2026-06-15T08:45:20+00:00,LINE-B02,CONVEYOR-001,temperature,45.65,°C,normal
2026-06-15T08:45:25+00:00,LINE-A02,ROBOT-001,pressure,176.74,kPa,normal
2026-06-15T08:45:30+00:00,LINE-A02,WELD-001,pressure,283.83,kPa,normal
2026-06-15T08:45:35+00:00,LINE-B02,PRESS-001,vibration,0.46,mm/s,normal
2026-06-15T08:45:40+00:00,LINE-A02,CONVEYOR-001,vibration,2.97,mm/s,warning
2026-06-15T08:45:45+00:00,LINE-B02,CONVEYOR-001,pressure,198.99,kPa,normal
2026-06-15T08:45:50+00:00,LINE-A01,PRESS-001,pressure,197.74,kPa,normal
2026-06-15T08:45:55+00:00,LINE-C01,OVEN-001,temperature,50.99,°C,normal
2026-06-15T08:46:00+00:00,LINE-B02,PRESS-002,temperature,62.63,°C,normal
2026-06-15T08:46:05+00:00,LINE-B01,PRESS-001,pressure,255.02,kPa,normal
2026-06-15T08:46:10+00:00,LINE-B02,PRESS-002,pressure,143.71,kPa,normal
2026-06-15T08:46:15+00:00,LINE-B01,PRESS-001,pressure,250.27,kPa,normal
2026-06-15T08:46:20+00:00,LINE-A01,ROBOT-001,vibration,1.74,mm/s,normal
2026-06-15T08:46:25+00:00,LINE-C01,OVEN-002,temperature,49.48,°C,normal
2026-06-15T08:46:30+00:00,LINE-C01,WELD-001,pressure,185.63,kPa,normal
2026-06-15T08:46:35+00:00,LINE-C01,OVEN-002,temperature,72.22,°C,normal
2026-06-15T08:46:40+00:00,LINE-B01,OVEN-001,pressure,207.75,kPa,normal
2026-06-15T08:46:45+00:00,LINE-C01,PRESS-002,vibration,1.91,mm/s,normal
2026-06-15T08:46:50+00:00,LINE-A01,OVEN-001,temperature,87.86,°C,warning
2026-06-15T08:46:55+00:00,LINE-A02,WELD-001,pressure,273.22,kPa,normal
2026-06-15T08:47:00+00:00,LINE-B02,ROBOT-001,pressure,149.51,kPa,normal
2026-06-15T08:47:05+00:00,LINE-B02,CONVEYOR-001,temperature,50.75,°C,normal
2026-06-15T08:47:10+00:00,LINE-A01,CONVEYOR-001,vibration,1.61,mm/s,normal
2026-06-15T08:47:15+00:00,LINE-B01,ROBOT-001,pressure,238.94,kPa,normal
2026-06-15T08:47:20+00:00,LINE-A01,ROBOT-001,vibration,0.1,mm/s,normal
2026-06-15T08:47:25+00:00,LINE-A01,CONVEYOR-001,pressure,171.64,kPa,normal
2026-06-15T08:47:30+00:00,LINE-B02,OVEN-001,temperature,88.25,°C,warning
2026-06-15T08:47:35+00:00,LINE-C01,WELD-001,vibration,0.74,mm/s,normal
2026-06-15T08:47:40+00:00,LINE-A01,PRESS-001,pressure,257.66,kPa,normal
2026-06-15T08:47:45+00:00,LINE-A01,PRESS-002,temperature,73.47,°C,normal
2026-06-15T08:47:50+00:00,LINE-B02,WELD-002,temperature,40.03,°C,normal
2026-06-15T08:47:55+00:00,LINE-B01,WELD-001,pressure,388.21,kPa,warning
2026-06-15T08:48:00+00:00,LINE-A01,OVEN-002,vibration,0.78,mm/s,normal
2026-06-15T08:48:05+00:00,LINE-B02,OVEN-001,pressure,316.55,kPa,warning
2026-06-15T08:48:10+00:00,LINE-A01,PRESS-002,pressure,146.83,kPa,normal
2026-06-15T08:48:15+00:00,LINE-C01,WELD-002,temperature,43.12,°C,normal
2026-06-15T08:48:20+00:00,LINE-B01,PRESS-002,pressure,101.86,kPa,normal
2026-06-15T08:48:25+00:00,LINE-A02,CONVEYOR-001,vibration,1.01,mm/s,normal
2026-06-15T08:48:30+00:00,LINE-B01,OVEN-002,temperature,44.1,°C,normal
2026-06-15T08:48:35+00:00,LINE-A02,WELD-001,vibration,1.57,mm/s,normal
2026-06-15T08:48:40+00:00,LINE-A02,ROBOT-001,temperature,40.34,°C,normal
2026-06-15T08:48:45+00:00,LINE-A02,CONVEYOR-001,vibration,1.29,mm/s,normal
2026-06-15T08:48:50+00:00,LINE-A01,PRESS-002,pressure,271.99,kPa,normal
2026-06-15T08:48:55+00:00,LINE-B02,OVEN-002,temperature,63.58,°C,normal
2026-06-15T08:49:00+00:00,LINE-B01,PRESS-002,vibration,0.37,mm/s,normal
2026-06-15T08:49:05+00:00,LINE-C01,OVEN-001,temperature,64.0,°C,normal
2026-06-15T08:49:10+00:00,LINE-B01,WELD-002,pressure,269.41,kPa,normal
2026-06-15T08:49:15+00:00,LINE-B02,OVEN-001,pressure,137.73,kPa,normal
2026-06-15T08:49:20+00:00,LINE-A02,ROBOT-001,pressure,279.58,kPa,normal
2026-06-15T08:49:25+00:00,LINE-C01,PRESS-002,vibration,1.05,mm/s,normal
2026-06-15T08:49:30+00:00,LINE-B01,OVEN-002,pressure,102.41,kPa,normal
2026-06-15T08:49:35+00:00,LINE-B02,OVEN-002,temperature,73.56,°C,normal
2026-06-15T08:49:40+00:00,LINE-A01,PRESS-001,pressure,252.55,kPa,normal
2026-06-15T08:49:45+00:00,LINE-A01,PRESS-001,pressure,152.44,kPa,normal
2026-06-15T08:49:50+00:00,LINE-C01,CONVEYOR-001,vibration,1.29,mm/s,normal
2026-06-15T08:49:55+00:00,LINE-C01,WELD-001,vibration,0.26,mm/s,normal
2026-06-15T08:50:00+00:00,LINE-A02,WELD-001,vibration,0.25,mm/s,normal
2026-06-15T08:50:05+00:00,LINE-A01,OVEN-001,pressure,217.29,kPa,normal
